"cliente","produto","preco","categoria","quantidade","data"
5962,"smart tv",4000,"TV, Áudio e Vídeo",1,"2025-09-14"
5511,"smart tv",4000,"TV, Áudio e Vídeo",3,"2024-10-23"
7314,"smartphone",2000,"Smartphones e Acessórios",1,"2025-05-19"
9285,"micro-ondas","","Eletrodomésticos",2,"2024-11-16"
1947,"teclado","","Informática e Periféricos",5,"2024-09-27"
172,"monitor",1500,"Informática e Periféricos",2,"2025-09-15"
6810,"mouse",100,"Informática e Periféricos",2,"2024-10-08"
396,"capinha","","Smartphones e Acessórios",1,"2025-03-08"
4134,"carregador",100,"Smartphones e Acessórios",3,"2024-10-04"
5819,"capinha","","Smartphones e Acessórios",5,"2025-02-20"
4554,"fogao",1500,"Eletrodomésticos",3,"2024-07-04"
6136,"soundbar",1000,"TV, Áudio e Vídeo",3,"2025-06-28"
1130,"notebook",4000,"Informática e Periféricos",4,"2024-05-08"
3955,"monitor",1500,"Informática e Periféricos",3,"2025-06-18"
8096,"chromecast",200,"TV, Áudio e Vídeo",5,"2025-12-06"
7495,"home theater","","TV, Áudio e Vídeo",4,"2024-06-04"
5183,"smartphone",2000,"Smartphones e Acessórios",1,"2025-09-09"
2596,"fone de ouvido",200,"Smartphones e Acessórios",1,"2025-11-28"
9015,"fogao",1500,"Eletrodomésticos",3,"2024-07-10"
5162,"monitor",1500,"Informática e Periféricos",1,"2024-08-07"
5831,"home theater","","TV, Áudio e Vídeo",3,"2025-03-30"
5344,"home theater","","TV, Áudio e Vídeo",1,"2025-10-15"
2181,"smartphone",2000,"Smartphones e Acessórios",2,"2024-12-04"
8415,"fogao",1500,"Eletrodomésticos",1,"2024-08-27"
6,"notebook",4000,"Informática e Periféricos",4,"2024-05-12"
7155,"fone de ouvido",200,"Smartphones e Acessórios",1,"2025-06-06"
1383,"soundbar",1000,"TV, Áudio e Vídeo",1,"2024-06-26"
6486,"teclado","","Informática e Periféricos",5,"2024-11-21"
2937,"fogao",1500,"Eletrodomésticos",5,"2025-06-17"
2404,"smartphone",2000,"Smartphones e Acessórios",1,"2025-03-06"
8187,"geladeira",5000,"Eletrodomésticos",3,"2024-12-28"
4246,"smart tv",4000,"TV, Áudio e Vídeo",3,"2024-12-03"
580,"smartphone",2000,"Smartphones e Acessórios",3,"2024-08-29"
4831,"notebook",4000,"Informática e Periféricos",3,"2025-03-25"
6876,"smartwatch",1000,"Smartphones e Acessórios",5,"2025-11-24"
7045,"smartwatch",1000,"Smartphones e Acessórios",1,"2024-08-07"
2654,"micro-ondas","","Eletrodomésticos",1,"2024-10-02"
120,"ar-condicionado",2500,"Eletrodomésticos",3,"2025-03-09"
3648,"carregador",100,"Smartphones e Acessórios",2,"2024-09-28"
6322,"home theater","","TV, Áudio e Vídeo",3,"2025-12-09"
1999,"chromecast",200,"TV, Áudio e Vídeo",4,"2024-09-10"
5934,"fogao",1500,"Eletrodomésticos",2,"2025-03-28"
7507,"capinha","","Smartphones e Acessórios",2,"2024-02-10"
5725,"micro-ondas","","Eletrodomésticos",3,"2024-08-15"
6096,"soundbar",1000,"TV, Áudio e Vídeo",3,"2024-11-14"
9647,"fone de ouvido",200,"Smartphones e Acessórios",3,"2025-06-01"
8069,"home theater","","TV, Áudio e Vídeo",1,"2026-01-22"
8529,"teclado","","Informática e Periféricos",3,"2025-02-17"
5286,"smartphone",2000,"Smartphones e Acessórios",2,"2025-06-01"
5596,"soundbar",1000,"TV, Áudio e Vídeo",1,"2024-03-16"
8816,"carregador",100,"Smartphones e Acessórios",1,"2024-11-03"
3629,"chromecast",200,"TV, Áudio e Vídeo",1,"2025-04-23"
5786,"micro-ondas","","Eletrodomésticos",5,"2025-03-17"
2369,"smartphone",2000,"Smartphones e Acessórios",5,"2025-06-26"
4630,"soundbar",1000,"TV, Áudio e Vídeo",2,"2024-10-12"
2180,"carregador",100,"Smartphones e Acessórios",2,"2025-11-05"
2679,"smartphone",2000,"Smartphones e Acessórios",3,"2025-05-30"
5532,"geladeira",5000,"Eletrodomésticos",2,"2025-07-22"
7960,"smartphone",2000,"Smartphones e Acessórios",3,"2025-03-09"
9699,"ar-condicionado",2500,"Eletrodomésticos",1,"2026-01-06"
5787,"mouse",100,"Informática e Periféricos",5,"2024-03-19"
3085,"capinha","","Smartphones e Acessórios",4,"2024-11-27"
5958,"carregador",100,"Smartphones e Acessórios",2,"2024-06-13"
3573,"micro-ondas","","Eletrodomésticos",3,"2024-12-23"
6811,"micro-ondas","","Eletrodomésticos",5,"2024-09-25"
8336,"carregador",100,"Smartphones e Acessórios",4,"2024-08-26"
2055,"micro-ondas","","Eletrodomésticos",3,"2024-06-13"
1519,"teclado","","Informática e Periféricos",2,"2024-10-31"
5561,"home theater","","TV, Áudio e Vídeo",1,"2025-03-12"
8945,"teclado","","Informática e Periféricos",3,"2025-04-24"
9600,"capinha","","Smartphones e Acessórios",5,"2024-11-30"
4373,"monitor",1500,"Informática e Periféricos",4,"2025-08-26"
6525,"teclado","","Informática e Periféricos",3,"2024-09-14"
3679,"smartwatch",1000,"Smartphones e Acessórios",4,"2025-11-21"
1979,"home theater","","TV, Áudio e Vídeo",2,"2025-07-30"
6883,"ar-condicionado",2500,"Eletrodomésticos",2,"2025-10-15"
97,"smartphone",2000,"Smartphones e Acessórios",4,"2024-10-18"
3754,"smartwatch",1000,"Smartphones e Acessórios",3,"2024-02-08"
1332,"capinha","","Smartphones e Acessórios",4,"2025-07-28"
7796,"notebook",4000,"Informática e Periféricos",1,"2024-04-15"
7132,"capinha","","Smartphones e Acessórios",3,"2025-01-09"
4970,"teclado","","Informática e Periféricos",5,"2024-08-16"
2164,"soundbar",1000,"TV, Áudio e Vídeo",5,"2024-04-21"
5835,"smartphone",2000,"Smartphones e Acessórios",4,"2025-07-11"
2398,"teclado","","Informática e Periféricos",4,"2024-10-26"
7055,"smartphone",2000,"Smartphones e Acessórios",1,"2024-04-21"
3762,"home theater","","TV, Áudio e Vídeo",1,"2025-08-18"
2259,"smartphone",2000,"Smartphones e Acessórios",1,"2025-03-24"
1628,"notebook",4000,"Informática e Periféricos",4,"2024-08-26"
360,"mouse",100,"Informática e Periféricos",3,"2024-02-14"
8373,"fogao",1500,"Eletrodomésticos",3,"2024-12-09"
1237,"ar-condicionado",2500,"Eletrodomésticos",3,"2025-07-17"
6935,"monitor",1500,"Informática e Periféricos",3,"2025-09-19"
1403,"geladeira",5000,"Eletrodomésticos",4,"2025-04-04"
8283,"smartphone",2000,"Smartphones e Acessórios",3,"2025-06-28"
4298,"smartwatch",1000,"Smartphones e Acessórios",2,"2025-09-05"
2677,"smart tv",4000,"TV, Áudio e Vídeo",5,"2025-05-06"
2580,"geladeira",5000,"Eletrodomésticos",2,"2025-10-19"
9729,"smartphone",2000,"Smartphones e Acessórios",3,"2024-11-20"
617,"smart tv",4000,"TV, Áudio e Vídeo",5,"2024-09-26"
463,"soundbar",1000,"TV, Áudio e Vídeo",5,"2024-07-28"
85,"fone de ouvido",200,"Smartphones e Acessórios",3,"2024-11-21"
6322,"smartphone",2000,"Smartphones e Acessórios",3,"2025-04-26"
5792,"ar-condicionado",2500,"Eletrodomésticos",1,"2024-09-13"
289,"smart tv",4000,"TV, Áudio e Vídeo",4,"2024-08-16"
2177,"smartwatch",1000,"Smartphones e Acessórios",2,"2024-04-10"
3954,"micro-ondas","","Eletrodomésticos",5,"2024-02-10"
6518,"notebook",4000,"Informática e Periféricos",2,"2024-12-02"
9819,"chromecast",200,"TV, Áudio e Vídeo",1,"2024-05-08"
6467,"home theater","","TV, Áudio e Vídeo",4,"2024-08-14"
9281,"home theater","","TV, Áudio e Vídeo",5,"2024-06-19"
5828,"fogao",1500,"Eletrodomésticos",2,"2026-01-17"
7377,"smart tv",4000,"TV, Áudio e Vídeo",2,"2024-12-10"
1265,"soundbar",1000,"TV, Áudio e Vídeo",5,"2024-08-12"
3422,"mouse",100,"Informática e Periféricos",2,"2025-01-16"
4959,"capinha","","Smartphones e Acessórios",1,"2024-08-05"
5622,"smartwatch",1000,"Smartphones e Acessórios",4,"2024-06-29"
724,"micro-ondas","","Eletrodomésticos",5,"2024-03-26"
487,"carregador",100,"Smartphones e Acessórios",1,"2026-01-18"
1956,"capinha","","Smartphones e Acessórios",2,"2024-06-18"
7990,"soundbar",1000,"TV, Áudio e Vídeo",2,"2025-05-26"
4496,"smartphone",2000,"Smartphones e Acessórios",1,"2024-04-14"
9922,"geladeira",5000,"Eletrodomésticos",1,"2024-12-08"
4655,"soundbar",1000,"TV, Áudio e Vídeo",2,"2024-09-17"
5662,"mouse",100,"Informática e Periféricos",1,"2025-01-31"
6589,"ar-condicionado",2500,"Eletrodomésticos",3,"2026-01-08"
152,"carregador",100,"Smartphones e Acessórios",4,"2024-04-18"
8281,"ar-condicionado",2500,"Eletrodomésticos",3,"2024-06-15"
6601,"ar-condicionado",2500,"Eletrodomésticos",3,"2024-05-24"
6979,"notebook",4000,"Informática e Periféricos",5,"2025-10-31"
5532,"smartwatch",1000,"Smartphones e Acessórios",3,"2024-05-22"
5136,"chromecast",200,"TV, Áudio e Vídeo",2,"2025-12-06"
7657,"soundbar",1000,"TV, Áudio e Vídeo",3,"2025-12-21"
4874,"home theater","","TV, Áudio e Vídeo",1,"2024-11-26"
472,"ar-condicionado",2500,"Eletrodomésticos",5,"2024-04-05"
2133,"monitor",1500,"Informática e Periféricos",1,"2025-05-24"
2863,"soundbar",1000,"TV, Áudio e Vídeo",4,"2024-08-12"
6509,"monitor",1500,"Informática e Periféricos",3,"2024-04-07"
5453,"chromecast",200,"TV, Áudio e Vídeo",4,"2024-07-08"
8624,"micro-ondas","","Eletrodomésticos",3,"2025-02-22"
1171,"notebook",4000,"Informática e Periféricos",2,"2024-11-06"
3508,"soundbar",1000,"TV, Áudio e Vídeo",3,"2024-06-15"
7290,"fogao",1500,"Eletrodomésticos",5,"2026-01-10"
1492,"fogao",1500,"Eletrodomésticos",5,"2025-12-01"
6143,"smartwatch",1000,"Smartphones e Acessórios",4,"2025-04-16"
7654,"fogao",1500,"Eletrodomésticos",1,"2025-10-06"
1759,"capinha","","Smartphones e Acessórios",2,"2024-11-16"
2554,"ar-condicionado",2500,"Eletrodomésticos",3,"2025-04-17"
330,"teclado","","Informática e Periféricos",5,"2024-10-19"
8112,"soundbar",1000,"TV, Áudio e Vídeo",2,"2024-07-30"
202,"fone de ouvido",200,"Smartphones e Acessórios",1,"2024-03-28"
4133,"chromecast",200,"TV, Áudio e Vídeo",5,"2024-02-02"
5324,"capinha","","Smartphones e Acessórios",3,"2025-12-05"
6815,"notebook",4000,"Informática e Periféricos",5,"2025-05-10"
2474,"notebook",4000,"Informática e Periféricos",2,"2024-03-08"
6678,"capinha","","Smartphones e Acessórios",2,"2024-10-22"
6689,"smart tv",4000,"TV, Áudio e Vídeo",4,"2025-03-24"
4417,"micro-ondas","","Eletrodomésticos",5,"2025-07-04"
6858,"geladeira",5000,"Eletrodomésticos",1,"2024-04-20"
8168,"micro-ondas","","Eletrodomésticos",1,"2024-08-10"
7955,"capinha","","Smartphones e Acessórios",3,"2024-05-01"
5578,"notebook",4000,"Informática e Periféricos",1,"2025-04-27"
5978,"chromecast",200,"TV, Áudio e Vídeo",5,"2025-06-05"
5403,"chromecast",200,"TV, Áudio e Vídeo",3,"2024-07-20"
752,"home theater","","TV, Áudio e Vídeo",4,"2024-09-15"
5916,"mouse",100,"Informática e Periféricos",5,"2024-06-27"
6563,"home theater","","TV, Áudio e Vídeo",1,"2025-04-23"
6662,"micro-ondas","","Eletrodomésticos",3,"2025-02-19"
9140,"monitor",1500,"Informática e Periféricos",2,"2025-01-10"
5706,"capinha","","Smartphones e Acessórios",1,"2024-11-14"
9379,"monitor",1500,"Informática e Periféricos",5,"2024-08-30"
2674,"ar-condicionado",2500,"Eletrodomésticos",4,"2024-08-20"
1752,"teclado","","Informática e Periféricos",5,"2024-09-05"
5305,"ar-condicionado",2500,"Eletrodomésticos",2,"2025-09-20"
8493,"smartwatch",1000,"Smartphones e Acessórios",3,"2025-02-12"
4759,"soundbar",1000,"TV, Áudio e Vídeo",1,"2025-10-26"
9460,"notebook",4000,"Informática e Periféricos",2,"2024-03-21"
1718,"micro-ondas","","Eletrodomésticos",2,"2025-08-20"
2514,"smart tv",4000,"TV, Áudio e Vídeo",3,"2026-01-04"
7867,"micro-ondas","","Eletrodomésticos",4,"2025-01-07"
3015,"smart tv",4000,"TV, Áudio e Vídeo",3,"2024-12-06"
4801,"teclado","","Informática e Periféricos",4,"2025-07-07"
587,"teclado","","Informática e Periféricos",2,"2024-04-22"
9866,"smart tv",4000,"TV, Áudio e Vídeo",5,"2024-07-20"
5376,"monitor",1500,"Informática e Periféricos",5,"2024-12-03"
5903,"soundbar",1000,"TV, Áudio e Vídeo",3,"2025-06-20"
9368,"fogao",1500,"Eletrodomésticos",3,"2024-09-07"
6724,"soundbar",1000,"TV, Áudio e Vídeo",3,"2024-06-14"
3827,"teclado","","Informática e Periféricos",5,"2024-10-10"
958,"home theater","","TV, Áudio e Vídeo",2,"2025-07-21"
1522,"smartwatch",1000,"Smartphones e Acessórios",2,"2024-04-12"
4864,"geladeira",5000,"Eletrodomésticos",1,"2025-05-10"
2787,"monitor",1500,"Informática e Periféricos",1,"2024-05-02"
4788,"ar-condicionado",2500,"Eletrodomésticos",1,"2026-01-20"
1731,"mouse",100,"Informática e Periféricos",2,"2024-09-17"
3580,"capinha","","Smartphones e Acessórios",3,"2025-09-13"
4734,"ar-condicionado",2500,"Eletrodomésticos",4,"2025-11-12"
8619,"ar-condicionado",2500,"Eletrodomésticos",1,"2024-05-31"
9350,"home theater","","TV, Áudio e Vídeo",1,"2025-03-30"
3748,"smartwatch",1000,"Smartphones e Acessórios",2,"2024-02-10"
7304,"home theater","","TV, Áudio e Vídeo",2,"2025-04-05"
6340,"monitor",1500,"Informática e Periféricos",3,"2024-05-11"
6590,"ar-condicionado",2500,"Eletrodomésticos",4,"2025-08-24"
4367,"home theater","","TV, Áudio e Vídeo",2,"2024-07-23"
7697,"ar-condicionado",2500,"Eletrodomésticos",4,"2025-02-16"
80,"geladeira",5000,"Eletrodomésticos",5,"2024-06-12"
3650,"home theater","","TV, Áudio e Vídeo",3,"2024-08-21"
1455,"capinha","","Smartphones e Acessórios",4,"2024-11-16"
9876,"smart tv",4000,"TV, Áudio e Vídeo",3,"2024-09-15"
6947,"teclado","","Informática e Periféricos",4,"2024-09-18"
8366,"monitor",1500,"Informática e Periféricos",3,"2025-09-29"
9041,"home theater","","TV, Áudio e Vídeo",1,"2025-08-29"
5546,"fone de ouvido",200,"Smartphones e Acessórios",2,"2024-02-11"
7536,"capinha","","Smartphones e Acessórios",2,"2024-03-01"
480,"teclado","","Informática e Periféricos",1,"2024-11-28"
6182,"carregador",100,"Smartphones e Acessórios",1,"2025-05-13"
3730,"smartphone",2000,"Smartphones e Acessórios",4,"2024-12-24"
3303,"micro-ondas","","Eletrodomésticos",4,"2026-01-13"
3424,"smartwatch",1000,"Smartphones e Acessórios",4,"2024-12-26"
3301,"soundbar",1000,"TV, Áudio e Vídeo",3,"2025-08-31"
8257,"soundbar",1000,"TV, Áudio e Vídeo",2,"2025-03-20"
4408,"notebook",4000,"Informática e Periféricos",2,"2024-03-26"
8853,"geladeira",5000,"Eletrodomésticos",2,"2024-03-19"
4258,"home theater","","TV, Áudio e Vídeo",2,"2024-06-16"
2391,"home theater","","TV, Áudio e Vídeo",1,"2025-11-14"
1287,"notebook",4000,"Informática e Periféricos",5,"2024-09-21"
5712,"home theater","","TV, Áudio e Vídeo",4,"2024-02-16"
1635,"soundbar",1000,"TV, Áudio e Vídeo",4,"2025-11-05"
8375,"smart tv",4000,"TV, Áudio e Vídeo",3,"2025-07-24"
8490,"home theater","","TV, Áudio e Vídeo",4,"2024-05-12"
5600,"ar-condicionado",2500,"Eletrodomésticos",2,"2025-11-20"
923,"mouse",100,"Informática e Periféricos",4,"2024-03-26"
4446,"notebook",4000,"Informática e Periféricos",4,"2024-08-24"
737,"teclado","","Informática e Periféricos",2,"2024-07-17"
9040,"fone de ouvido",200,"Smartphones e Acessórios",1,"2024-03-14"
4461,"notebook",4000,"Informática e Periféricos",4,"2025-05-09"
8005,"smart tv",4000,"TV, Áudio e Vídeo",4,"2024-02-11"
5291,"mouse",100,"Informática e Periféricos",4,"2024-02-21"
9995,"teclado","","Informática e Periféricos",3,"2024-11-07"
8584,"capinha","","Smartphones e Acessórios",1,"2025-05-25"
6432,"fone de ouvido",200,"Smartphones e Acessórios",4,"2024-11-10"
7119,"carregador",100,"Smartphones e Acessórios",2,"2024-02-15"
7445,"smartwatch",1000,"Smartphones e Acessórios",4,"2024-02-26"
1912,"chromecast",200,"TV, Áudio e Vídeo",3,"2024-02-25"
7842,"notebook",4000,"Informática e Periféricos",1,"2024-03-04"
6527,"micro-ondas","","Eletrodomésticos",5,"2024-07-31"
7240,"monitor",1500,"Informática e Periféricos",2,"2025-02-09"
1819,"geladeira",5000,"Eletrodomésticos",5,"2025-01-22"
3804,"smartwatch",1000,"Smartphones e Acessórios",5,"2024-06-30"
5673,"fone de ouvido",200,"Smartphones e Acessórios",1,"2025-11-22"
8320,"micro-ondas","","Eletrodomésticos",5,"2024-02-27"
5820,"mouse",100,"Informática e Periféricos",2,"2025-01-09"
9480,"teclado","","Informática e Periféricos",5,"2025-02-16"
6566,"capinha","","Smartphones e Acessórios",1,"2025-11-18"
2703,"chromecast",200,"TV, Áudio e Vídeo",5,"2024-11-24"
1718,"notebook",4000,"Informática e Periféricos",5,"2024-11-06"
5005,"capinha","","Smartphones e Acessórios",3,"2025-03-26"
4985,"soundbar",1000,"TV, Áudio e Vídeo",4,"2025-08-31"
9230,"micro-ondas","","Eletrodomésticos",1,"2024-06-22"
1499,"micro-ondas","","Eletrodomésticos",2,"2025-12-07"
9245,"home theater","","TV, Áudio e Vídeo",5,"2025-04-30"
167,"smart tv",4000,"TV, Áudio e Vídeo",5,"2025-07-05"
9983,"fone de ouvido",200,"Smartphones e Acessórios",1,"2024-10-07"
4944,"mouse",100,"Informática e Periféricos",4,"2025-11-11"
3064,"mouse",100,"Informática e Periféricos",2,"2025-03-12"
9164,"geladeira",5000,"Eletrodomésticos",3,"2024-07-29"
4560,"fone de ouvido",200,"Smartphones e Acessórios",1,"2025-12-21"
9875,"soundbar",1000,"TV, Áudio e Vídeo",2,"2024-08-18"
1107,"fogao",1500,"Eletrodomésticos",5,"2024-07-02"
1673,"geladeira",5000,"Eletrodomésticos",5,"2024-02-04"
9391,"fogao",1500,"Eletrodomésticos",2,"2024-08-12"
1771,"micro-ondas","","Eletrodomésticos",5,"2025-05-01"
6648,"capinha","","Smartphones e Acessórios",2,"2024-09-24"
9758,"monitor",1500,"Informática e Periféricos",3,"2026-01-14"
5772,"smart tv",4000,"TV, Áudio e Vídeo",1,"2025-12-22"
5270,"home theater","","TV, Áudio e Vídeo",2,"2024-03-28"
2910,"fogao",1500,"Eletrodomésticos",1,"2025-05-07"
4019,"smartwatch",1000,"Smartphones e Acessórios",2,"2024-09-21"
7691,"notebook",4000,"Informática e Periféricos",1,"2024-12-18"
292,"carregador",100,"Smartphones e Acessórios",5,"2025-01-09"
3299,"fogao",1500,"Eletrodomésticos",3,"2026-01-23"
9984,"fogao",1500,"Eletrodomésticos",2,"2025-07-25"
211,"smart tv",4000,"TV, Áudio e Vídeo",3,"2025-08-29"
7913,"smartwatch",1000,"Smartphones e Acessórios",2,"2025-07-14"
7250,"teclado","","Informática e Periféricos",3,"2025-05-03"
1723,"fone de ouvido",200,"Smartphones e Acessórios",4,"2024-09-24"
2411,"ar-condicionado",2500,"Eletrodomésticos",3,"2024-07-29"
1171,"fogao",1500,"Eletrodomésticos",1,"2024-11-06"
6135,"notebook",4000,"Informática e Periféricos",3,"2024-11-26"
1914,"monitor",1500,"Informática e Periféricos",2,"2024-12-11"
4503,"teclado","","Informática e Periféricos",4,"2025-03-21"
1486,"home theater","","TV, Áudio e Vídeo",2,"2025-11-19"
9519,"monitor",1500,"Informática e Periféricos",1,"2024-02-06"
6761,"fogao",1500,"Eletrodomésticos",1,"2024-07-21"
8534,"smart tv",4000,"TV, Áudio e Vídeo",5,"2024-01-28"
843,"carregador",100,"Smartphones e Acessórios",2,"2025-09-24"
7707,"carregador",100,"Smartphones e Acessórios",4,"2025-09-07"
7404,"carregador",100,"Smartphones e Acessórios",2,"2025-10-05"
2997,"fone de ouvido",200,"Smartphones e Acessórios",2,"2025-04-16"
6557,"fone de ouvido",200,"Smartphones e Acessórios",3,"2024-05-06"
8706,"smart tv",4000,"TV, Áudio e Vídeo",3,"2025-04-09"
1315,"fone de ouvido",200,"Smartphones e Acessórios",1,"2024-03-19"
1332,"ar-condicionado",2500,"Eletrodomésticos",1,"2024-02-19"
3220,"home theater","","TV, Áudio e Vídeo",5,"2026-01-05"
3039,"teclado","","Informática e Periféricos",3,"2025-11-25"
2361,"capinha","","Smartphones e Acessórios",3,"2025-08-25"
2324,"smartwatch",1000,"Smartphones e Acessórios",4,"2025-06-14"
9580,"smartwatch",1000,"Smartphones e Acessórios",2,"2025-12-07"
5060,"ar-condicionado",2500,"Eletrodomésticos",3,"2025-02-12"
7070,"notebook",4000,"Informática e Periféricos",3,"2025-04-22"
8336,"fogao",1500,"Eletrodomésticos",4,"2025-05-09"
396,"smartphone",2000,"Smartphones e Acessórios",2,"2025-05-16"
1988,"chromecast",200,"TV, Áudio e Vídeo",2,"2025-06-26"
9887,"capinha","","Smartphones e Acessórios",5,"2024-12-30"
6876,"ar-condicionado",2500,"Eletrodomésticos",3,"2025-07-14"
3679,"micro-ondas","","Eletrodomésticos",1,"2025-07-05"
2762,"geladeira",5000,"Eletrodomésticos",2,"2024-07-27"
1817,"notebook",4000,"Informática e Periféricos",3,"2025-01-07"
5392,"smartwatch",1000,"Smartphones e Acessórios",2,"2024-02-15"
160,"chromecast",200,"TV, Áudio e Vídeo",4,"2025-09-08"
2190,"teclado","","Informática e Periféricos",2,"2024-07-21"
7361,"fone de ouvido",200,"Smartphones e Acessórios",3,"2025-09-21"
1086,"chromecast",200,"TV, Áudio e Vídeo",3,"2025-08-27"
6887,"smartphone",2000,"Smartphones e Acessórios",2,"2025-07-07"
5244,"carregador",100,"Smartphones e Acessórios",1,"2025-12-10"
